SA2_MAINCODE_2016,SA2_NAME_2016,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE
309051244,Mudgeeraba - Bonogin,309051244,Mudgeeraba - Bonogin,1,100
309051245,Reedy Creek - Andrews,309051245,Reedy Creek - Andrews,1,100
309061246,Carrara,309061246,Carrara,1,100
309061247,Highland Park,309061247,Highland Park,1,100
309061248,Nerang - Mount Nathan,309061247,Highland Park,0.0050727,0.5072674
309061248,Nerang - Mount Nathan,309061248,Nerang - Mount Nathan,0.9943583,99.4358275
309061248,Nerang - Mount Nathan,309061250,Worongary - Tallai,0.0005691,0.0569051
309061249,Pacific Pines - Gaven,309061249,Pacific Pines - Gaven,1,100
309061250,Worongary - Tallai,309061250,Worongary - Tallai,1,100
309071251,Coomera,309071251,Coomera,1,100
309071252,Helensvale,309071252,Helensvale,1,100
309071253,Hope Island,309071253,Hope Island,1,100
309071254,Jacobs Well - Alberton,309071254,Jacobs Well - Alberton,1,100
309071255,Ormeau - Yatala,309071255,Ormeau - Yatala,0.9997874,99.9787361
309071255,Ormeau - Yatala,309071258,Upper Coomera - Willow Vale,0.0002126,0.0212639
309071256,Oxenford - Maudsland,309071256,Oxenford - Maudsland,1,100
309071257,Pimpama,309071257,Pimpama,1,100
309071258,Upper Coomera - Willow Vale,309071258,Upper Coomera - Willow Vale,1,100
309081259,Clear Island Waters,309081259,Clear Island Waters,1,100
309081260,Merrimac,309081260,Merrimac,1,100
309081261,Robina,309081261,Robina,1,100
309081262,Varsity Lakes,309081262,Varsity Lakes,1,100
309091263,Ashmore,309091263,Ashmore,1,100
309091264,Molendinar,309091264,Molendinar,1,100
309091265,Parkwood,309091265,Parkwood,1,100
309091540,Southport - North,309091266,Southport,1,100
309091541,Southport - South,309091266,Southport,1,100
309101267,Benowa,309101267,Benowa,1,100
309101268,Bundall,309101268,Bundall,1,100
309101269,Main Beach,309101269,Main Beach,1,100
309101270,Surfers Paradise,309101270,Surfers Paradise,1,100
310011271,Darra - Sumner,310011271,Darra - Sumner,1,100
310011272,Durack,310011272,Durack,1,100
310011273,Forest Lake - Doolandella,310011273,Forest Lake - Doolandella,1,100
310011274,Inala - Richlands,310011274,Inala - Richlands,1,100
310011275,Oxley (Qld),310011275,Oxley (Qld),1,100
310011276,Wacol,310011276,Wacol,1,100
310021277,Boonah,310021277,Boonah,0.9943968,99.4396836
310021277,Boonah,310021282,Rosewood,0.0056032,0.5603164
310021278,Esk,310021278,Esk,1,100
310021279,Lake Manchester - England Creek,310021279,Lake Manchester - England Creek,1,100
310021280,Lockyer Valley - East,310021280,Lockyer Valley - East,1,100
310021281,Lowood,310021281,Lowood,1,100
310021282,Rosewood,310021282,Rosewood,1,100
310031283,Brassall,310031283,Brassall,1,100
310031284,Bundamba,310031284,Bundamba,1,100
310031285,Churchill - Yamanto,310031285,Churchill - Yamanto,1,100
310031286,Ipswich - Central,310031286,Ipswich - Central,1,100
310031287,Ipswich - East,310031287,Ipswich - East,1,99.9999999
310031288,Ipswich - North,310031288,Ipswich - North,1,100
310031289,Karalee - Barellan Point,310031289,Karalee - Barellan Point,1,100
310031290,Karana Downs,310031290,Karana Downs,1,100
310031291,Leichhardt - One Mile,310031291,Leichhardt - One Mile,1,100
310031292,North Ipswich - Tivoli,310031292,North Ipswich - Tivoli,1,100
310031293,Raceview,310031293,Raceview,1,100
310031294,Ripley,310031294,Ripley,1,100
310031295,Riverview,310031295,Riverview,1,100
310041296,Bellbird Park - Brookwater,310041296,Bellbird Park - Brookwater,1,99.9999999
310041297,Camira - Gailes,310041297,Camira - Gailes,1,100
310041298,Carole Park,310041298,Carole Park,1,100
310041299,Collingwood Park - Redbank,310041299,Collingwood Park - Redbank,1,99.9999999
310041300,Goodna,310041300,Goodna,1,100
310041301,New Chum,310041301,New Chum,1,100
310041302,Redbank Plains,310041302,Redbank Plains,1,100
310041303,Springfield,310041303,Springfield,1,100
310041304,Springfield Lakes,310041304,Springfield Lakes,1,100
311011305,Beaudesert,311011305,Beaudesert,1,100
311021306,Beenleigh,311021306,Beenleigh,1,100
311021307,Eagleby,311021307,Eagleby,1,100
311021308,Edens Landing - Holmview,311021308,Edens Landing - Holmview,1,100
311021309,Mount Warren Park,311021309,Mount Warren Park,1,100
311021310,Wolffdene - Bahrs Scrub,311021310,Wolffdene - Bahrs Scrub,1,100
311031311,Boronia Heights - Park Ridge,311031311,Boronia Heights - Park Ridge,1,100
311031312,Browns Plains,311031312,Browns Plains,1,100
311031313,Chambers Flat - Logan Reserve,311031313,Chambers Flat - Logan Reserve,1,100
311031314,Crestmead,311031314,Crestmead,1,100
311031315,Greenbank Military Camp,311031315,Greenbank Military Camp,1,100
311031316,Hillcrest,311031316,Hillcrest,1,100
311031317,Marsden,311031317,Marsden,1,100
311031318,Munruben - Park Ridge South,311031318,Munruben - Park Ridge South,1,100
311031319,Regents Park - Heritage Park,311031319,Regents Park - Heritage Park,1,100
311041320,Greenbank,311041320,Greenbank,1,99.9999998
311041321,Jimboomba,311041321,Jimboomba,1,100
311041322,Logan Village,311041321,Jimboomba,0.0004341,0.0434114
311041322,Logan Village,311041322,Logan Village,0.9995659,99.9565886
311051323,Bethania - Waterford,311051323,Bethania - Waterford,1,100
311051324,Cornubia - Carbrook,311051324,Cornubia - Carbrook,1,100
311051325,Loganholme - Tanah Merah,311051325,Loganholme - Tanah Merah,1,100
311051326,Loganlea,311051326,Loganlea,0.9988428,99.884279
311051326,Loganlea,311051328,Waterford West,0.0011572,0.1157209
311051327,Shailer Park,311051327,Shailer Park,1,100
311051328,Waterford West,311051328,Waterford West,1,100
311061329,Daisy Hill,311061329,Daisy Hill,1,100
311061330,Kingston (Qld.),311061330,Kingston,1,100
311061331,Logan Central,311061331,Logan Central,1,100
311061332,Rochedale South - Priestdale,311061332,Rochedale South - Priestdale,1,100
311061333,Slacks Creek,311061333,Slacks Creek,1,100
311061334,Springwood,311061334,Springwood,1,100
311061335,Underwood,311061335,Underwood,1,100
311061336,Woodridge,311061336,Woodridge,1,100
312011337,Bowen,312011337,Bowen,0.9984304,99.8430385
312011337,Bowen,312011340,Collinsville,0.0008014,0.0801396
312011338,Broadsound - Nebo,312011338,Broadsound - Nebo,1,99.9999999
312011339,Clermont,312011339,Clermont,1,100
312011340,Collinsville,312011340,Collinsville,1,100
312011341,Moranbah,312011341,Moranbah,1,100
312021342,Andergrove - Beaconsfield,312021342,Andergrove - Beaconsfield,1,100
312021343,East Mackay,312021343,East Mackay,1,99.9999997
312021344,Eimeo - Rural View,312021344,Eimeo - Rural View,0.9905179,99.0517852
312021344,Eimeo - Rural View,312021348,Mount Pleasant - Glenella,0.0094821,0.9482148
312021345,Eungella Hinterland,312021345,Eungella Hinterland,1,100
312021346,Mackay,312021346,Mackay,1,100
312021347,Mackay Harbour,312021347,Mackay Harbour,1,100
312021348,Mount Pleasant - Glenella,312021348,Mount Pleasant - Glenella,1,100
312021349,North Mackay,312021349,North Mackay,1,100
312021350,Ooralea - Bakers Creek,312021350,Ooralea - Bakers Creek,0.9981532,99.8153173
312021350,Ooralea - Bakers Creek,312021357,Walkerston - Eton,0.0018468,0.1846827
312021351,Pioneer Valley,312021351,Pioneer Valley,1,100
312021352,Sarina,312021352,Sarina,1,100
312021353,Seaforth - Calen,312021351,Pioneer Valley,0.0092592,0.9259213
312021353,Seaforth - Calen,312021353,Seaforth - Calen,0.9907408,99.0740785
312021354,Shoal Point - Bucasia,312021354,Shoal Point - Bucasia,1,100
312021355,Slade Point,312021355,Slade Point,1,100
312021356,South Mackay,312021356,South Mackay,1,100
312021357,Walkerston - Eton,312021357,Walkerston - Eton,1,100
312021358,West Mackay,312021358,West Mackay,1,100
312031359,Airlie - Whitsundays,312031359,Airlie - Whitsundays,1,100
312031360,Cape Conway,312031360,Cape Conway,1,100
312031361,Proserpine,312031361,Proserpine,1,99.9999999
313011362,Beachmere - Sandstone Point,313011362,Beachmere - Sandstone Point,0.999858,99.9857999
313011363,Bribie Island,313011363,Bribie Island,1,99.9999999
313021364,Burpengary - East,313021364,Burpengary - East,1,100
313021365,Caboolture,313021365,Caboolture,1,100
313021366,Caboolture - South,313021366,Caboolture - South,0.9874205,98.742054
313021366,Caboolture - South,313021369,Wamuran,0.0001539,0.0153894
313021366,Caboolture - South,313041376,Upper Caboolture,0.0124256,1.2425566
313021367,Elimbah,313021367,Elimbah,1,100
313021368,Morayfield - East,313021368,Morayfield - East,1,100
313021369,Wamuran,313021369,Wamuran,1,100
313031370,Kilcoy,313031370,Kilcoy,1,100
313031371,Woodford - D'Aguilar,313031371,Woodford - D'Aguilar,1,100
313041372,Burpengary,313041372,Burpengary,1,100
313041373,Deception Bay,313041373,Deception Bay,1,100
313041374,Morayfield,313041374,Morayfield,1,100
313041375,Narangba,313041375,Narangba,1,100
313041376,Upper Caboolture,313041376,Upper Caboolture,1,100
313051377,Clontarf,313051377,Clontarf,1,99.9999999
313051378,Margate - Woody Point,313051378,Margate - Woody Point,1,100
313051379,Redcliffe,313051379,Redcliffe,1,100
313051380,Rothwell - Kippa-Ring,313051380,Rothwell - Kippa-Ring,1,100
313051542,Scarborough - Newport - Moreton Island,301021010,Redland Islands,0.0298678,2.986779
313051542,Scarborough - Newport - Moreton Island,313051379,Redcliffe,0.0049108,0.4910771
313051542,Scarborough - Newport - Moreton Island,313051381,Scarborough - Newport,0.9652214,96.5221438
314011382,Albany Creek,314011382,Albany Creek,1,100
314011383,Cashmere,314011383,Cashmere,1,100
314011384,Dayboro,314011384,Dayboro,1,100
314011385,Eatons Hill,314011385,Eatons Hill,1,100
314011386,The Hills District,314011386,Hills District,1,99.9999999
314011387,Samford Valley,314011387,Samford Valley,1,100
314021388,Dakabin - Kallangur,314021388,Dakabin - Kallangur,1,100
314021389,Murrumba Downs - Griffin,314021389,Murrumba Downs - Griffin,1,100
314021390,North Lakes - Mango Hill,314021390,North Lakes - Mango Hill,1,99.9999999
314031391,Bray Park,314031391,Bray Park,1,100
314031392,Lawnton,314031392,Lawnton,1,100
314031393,Petrie,314021388,Dakabin - Kallangur,0.0002874,0.0287422
314031393,Petrie,314031393,Petrie,0.9997126,99.9712578
314031394,Strathpine - Brendale,314011382,Albany Creek,0.0002583,0.0258335
314031394,Strathpine - Brendale,314031394,Strathpine - Brendale,0.9997417,99.9741664
315011395,Aurukun,315011395,Aurukun,1,99.9999969
315011396,Cape York,315011396,Cape York,0.9984751,99.8475065
315011397,Croydon - Etheridge,315011397,Croydon - Etheridge,1,100
315011398,Kowanyama - Pormpuraaw,315011398,Kowanyama - Pormpuraaw,1,100
315011399,Northern Peninsula,315011399,Northern Peninsula,1,99.9999982
315011400,Tablelands,315011400,Tablelands,1,100
315011401,Torres,315011401,Torres,0.9999999,99.999987
315011402,Torres Strait Islands,315011402,Torres Strait Islands,0.8797406,87.9740641
315011403,Weipa,315011403,Weipa,1,100
315021404,Carpentaria,315021404,Carpentaria,0.9977788,99.7778757
315021405,Mount Isa,315021405,Mount Isa,1,100
315021406,Mount Isa Region,315021406,Mount Isa Region,1,100
315021407,Northern Highlands,315021407,Northern Highlands,1,100
315031408,Barcaldine - Blackall,315031408,Barcaldine - Blackall,1,100
315031409,Charleville,315031409,Charleville,1,100
315031410,Far Central West,315031410,Far Central West,1,100
315031411,Far South West,315031411,Far South West,1,100
315031412,Longreach,315031412,Longreach,1,100
316011413,Buderim - North,316011413,Buderim - North,1,99.9999999
316011414,Buderim - South,316011414,Buderim - South,1,100
316011415,Mountain Creek,316011415,Mountain Creek,1,100
316011416,Sippy Downs,316011416,Sippy Downs,1,100
316021417,Aroona - Currimundi,316021417,Aroona - Currimundi,1,100
316021418,Buddina - Minyama,316021418,Buddina - Minyama,0.9995964,99.9596392
316021418,Buddina - Minyama,316021423,Parrearra - Warana,0.0004036,0.0403606
316021419,Caloundra - Kings Beach,316021419,Caloundra - Kings Beach,1,100
316021420,Caloundra - West,316021420,Caloundra - West,1,100
316021421,Golden Beach - Pelican Waters,316021420,Caloundra - West,0.0026114,0.2611361
316021421,Golden Beach - Pelican Waters,316021421,Golden Beach - Pelican Waters,0.9973886,99.7388639
316021422,Moffat Beach - Battery Hill,316021422,Moffat Beach - Battery Hill,1,100
316021423,Parrearra - Warana,316021423,Parrearra - Warana,1,99.9999999
316021424,Wurtulla - Birtinya,316021424,Wurtulla - Birtinya,1,100
316031425,Coolum Beach,316031425,Coolum Beach,1,100
316031426,Marcoola - Mudjimba,316031426,Marcoola - Mudjimba,1,100
316031427,Maroochydore - Kuluin,316031427,Maroochydore - Kuluin,1,100
316031428,Mooloolaba - Alexandra Headland,316031428,Mooloolaba - Alexandra Headland,1,100
316051434,Noosa Heads,316051434,Noosa Heads,1,100
316051435,Noosaville,316051435,Noosaville,1,100
316051437,Sunshine Beach,316051437,Sunshine Beach,1,100
316051438,Tewantin,316051438,Tewantin,1,100
316051543,Peregian Beach - Marcus Beach,316051436,Peregian,1,100
316051544,Peregian Springs,316051436,Peregian,1,100
316061439,Beerwah,316061439,Beerwah,1,100
316061440,Caloundra Hinterland,316061440,Caloundra Hinterland,1,100
316061441,Glass House Mountains,316061441,Glass House Mountains,1,100
316061442,Landsborough,316061442,Landsborough,1,100
316061443,Maroochy Hinterland,316061443,Maroochy Hinterland,1,100
316061444,Palmwoods,316061444,Palmwoods,1,100
316071545,Bli Bli,316041429,Bli Bli,1,100
316071546,Diddillibah - Rosemount,316041430,Diddillibah - Rosemount,1,100
316071547,Eumundi - Yandina,316041431,Eumundi - Yandina,0.9995819,99.9581903
316071547,Eumundi - Yandina,316041433,Noosa Hinterland,0.0004181,0.0418097
316071548,Nambour,316041432,Nambour,1,100
316081549,Noosa Hinterland,316041433,Noosa Hinterland,1,100
317011445,Cambooya - Wyreema,317011445,Cambooya - Wyreema,1,100
317011446,Darling Heights,317011446,Darling Heights,1,100
317011447,Drayton - Harristown,317011447,Drayton - Harristown,1,100
317011448,Gatton,317011448,Gatton,1,100
317011449,Gowrie (Qld),317011449,Gowrie (Qld),0.9985844,99.8584397
317011449,Gowrie (Qld),317011450,Highfields,0.0014156,0.1415603
317011450,Highfields,317011450,Highfields,1,100
317011451,Lockyer Valley - West,317011451,Lockyer Valley - West,1,100
317011452,Middle Ridge,317011452,Middle Ridge,1,100
317011453,Newtown (Qld),317011453,Newtown (Qld),1,100
317011454,North Toowoomba - Harlaxton,317011454,North Toowoomba - Harlaxton,1,100
317011455,Rangeville,317011455,Rangeville,1,100
317011456,Toowoomba - Central,317011456,Toowoomba - Central,1,100
317011457,Toowoomba - East,317011457,Toowoomba - East,1,100
317011458,Toowoomba - West,317011458,Toowoomba - West,1,100
317011459,Wilsonton,317011459,Wilsonton,1,100
318011460,Ayr,318011460,Ayr,1,99.9999992
318011461,Burdekin,318011461,Burdekin,1,100
318011462,Charters Towers,318011462,Charters Towers,1,100
318011463,Dalrymple,318011463,Dalrymple,1,99.9999958
318011464,Ingham,318011464,Ingham,1,100
318011465,Ingham Region,318011465,Ingham Region,1,100
318011466,Palm Island,318011466,Palm Island,1,100
318021467,Aitkenvale,318021467,Aitkenvale,1,100
318021468,Annandale,318021468,Annandale,1,100
318021469,Belgian Gardens - Pallarenda,318021469,Belgian Gardens - Pallarenda,1,100
318021470,Bohle Plains,318021470,Bohle Plains,1,100
318021471,Condon - Rasmussen,318021471,Condon - Rasmussen,1,100
318021472,Cranbrook,318021472,Cranbrook,1,100
318021473,Deeragun,318021473,Deeragun,1,100
318021474,Douglas,318021474,Douglas,1,100
318021475,Garbutt - West End,318021475,Garbutt - West End,1,100
318021476,Gulliver - Currajong - Vincent,318021476,Gulliver - Currajong - Vincent,1,100
318021477,Heatley,318021477,Heatley,1,100
318021478,Hermit Park - Rosslea,318021478,Hermit Park - Rosslea,1,99.9999998
318021479,Hyde Park - Pimlico,318021479,Hyde Park - Pimlico,1,100
318021480,Kelso,318021480,Kelso,1,100
318021481,Kirwan - East,318021481,Kirwan - East,1,100
318021482,Kirwan - West,318021482,Kirwan - West,1,100
318021483,Magnetic Island,318021483,Magnetic Island,1,100
318021484,Mount Louisa,318021484,Mount Louisa,1,100
318021485,Mundingburra,318021485,Mundingburra,1,99.9999997
318021486,Northern Beaches,318021486,Northern Beaches,1,100
318021487,Oonoonba,318021487,Oonoonba,1,100
318021488,South Townsville - Railway Estate,318021488,South Townsville - Railway Estate,1,99.9999998
318021489,Townsville - South,318021489,Townsville - South,1,99.9999998
318021490,Townsville City - North Ward,318021490,Townsville City - North Ward,1,99.9999997
318021491,Wulguru - Roseneath,318021491,Wulguru - Roseneath,1,99.9999997
319011492,Ashfield - Kepnock,319011492,Ashfield - Kepnock,1,100
319011493,Bargara - Burnett Heads,319011493,Bargara - Burnett Heads,1,100
319011494,Branyan - Kensington,319011494,Branyan - Kensington,1,100
319011495,Bundaberg,319011495,Bundaberg,1,100
319011496,Bundaberg East - Kalkie,319011496,Bundaberg East - Kalkie,1,100
319011497,Bundaberg North - Gooburrum,319011497,Bundaberg North - Gooburrum,1,100
319011498,Bundaberg Region - North,319011498,Bundaberg Region - North,1,100
319011499,Bundaberg Region - South,319011499,Bundaberg Region - South,1,100
319011500,Millbank - Avoca,319011500,Millbank - Avoca,1,100
319011501,Svensson Heights - Norville,319011501,Svensson Heights - Norville,1,100
319011502,Walkervale - Avenell Heights,319011502,Walkervale - Avenell Heights,1,100
319021503,Gayndah - Mundubbera,319021503,Gayndah - Mundubbera,1,100
319021504,Gin Gin,319021504,Gin Gin,1,99.9999998
319021505,Kingaroy,319021505,Kingaroy,1,100
319021506,Kingaroy Region - North,319021506,Kingaroy Region - North,1,100
319021507,Kingaroy Region - South,319021507,Kingaroy Region - South,1,100
319021508,Monto - Eidsvold,319021508,Monto - Eidsvold,1,100
319021509,Nanango,319021509,Nanango,1,100
319021510,North Burnett,319021510,North Burnett,1,100
319031511,Cooloola,319031511,Cooloola,1,99.9999998
319031512,Gympie - North,319031512,Gympie - North,0.9995681,99.9568094
319031512,Gympie - North,319031514,Gympie Region,0.0004319,0.0431906
319031513,Gympie - South,319031513,Gympie - South,1,100
319031514,Gympie Region,319031514,Gympie Region,1,100
319031515,Kilkivan,319031515,Kilkivan,1,100
319041516,Booral - River Heads,319041516,Booral - River Heads,1,100
319041517,Craignish - Dundowran Beach,319041517,Craignish - Dundowran Beach,1,100
319041518,Pialba - Eli Waters,319041518,Pialba - Eli Waters,1,100
319041519,Point Vernon,319041519,Point Vernon,1,100
319041520,Torquay - Scarness - Kawungan,319041520,Torquay - Scarness - Kawungan,1,100
319041521,Urangan - Wondunna,319041521,Urangan - Wondunna,1,100
319051522,Burrum - Fraser,319051522,Burrum - Fraser,1,99.9999998
319051523,Granville,319051523,Granville,1,100
319051524,Maryborough (Qld),319051524,Maryborough (Qld),1,100
319051525,Maryborough Region - South,319031514,Gympie Region,0.0003797,0.0379732
319051525,Maryborough Region - South,319051525,Maryborough Region - South,0.9996203,99.9620268
319051526,Tinana,319051526,Tinana,1,100
401011001,Adelaide,401011001,Adelaide,1,100
401011002,North Adelaide,401011002,North Adelaide,1,100
401021003,Adelaide Hills,401021003,Adelaide Hills,1,100
401021004,Aldgate - Stirling,401021004,Aldgate - Stirling,1,100
401021005,Hahndorf - Echunga,401021005,Hahndorf - Echunga,1,100
401021006,Lobethal - Woodside,401021006,Lobethal - Woodside,1,100
401021007,Mount Barker,401021007,Mount Barker,1,100
401021008,Mount Barker Region,401021008,Mount Barker Region,1,100
401021009,Nairne,401021009,Nairne,1,100
401021010,Uraidla - Summertown,401021010,Uraidla - Summertown,1,100
401031011,Burnside - Wattle Park,401031011,Burnside - Wattle Park,1,100
401031012,Glenside - Beaumont,401031012,Glenside - Beaumont,1,100
401031013,Toorak Gardens,401031013,Toorak Gardens,1,100
401041014,Athelstone,401041014,Athelstone,1,100
401041015,Paradise - Newton,401041015,Paradise - Newton,1,100
401041016,Rostrevor - Magill,401041016,Rostrevor - Magill,1,100
401051017,Norwood (SA),401051017,Norwood (SA),1,100
401051018,Payneham - Felixstow,401051018,Payneham - Felixstow,1,100
401051019,St Peters - Marden,401051019,St Peters - Marden,1,100
401061020,Nailsworth - Broadview,401061020,Nailsworth - Broadview,1,100
401061021,Prospect,401061021,Prospect,1,100
401061022,Walkerville,401061022,Walkerville,1,100
401071023,Goodwood - Millswood,401071023,Goodwood - Millswood,1,100
401071024,Unley - Parkside,401071024,Unley - Parkside,1,100
402011025,Gawler - North,402011025,Gawler - North,1,100
402011026,Gawler - South,402011026,Gawler - South,1,100
402011027,Lewiston - Two Wells,402011027,Lewiston - Two Wells,1,100
402021028,Craigmore - Blakeview,402021028,Craigmore - Blakeview,0.999853,99.9853027
402021028,Craigmore - Blakeview,402021033,One Tree Hill,0.000147,0.0146973
402021029,Davoren Park,402021029,Davoren Park,1,100
402021030,Elizabeth,402021030,Elizabeth,1,100
402021031,Elizabeth East,402021031,Elizabeth East,1,100
402021032,Munno Para West - Angle Vale,402021032,Munno Para West - Angle Vale,1,100
402021033,One Tree Hill,402021033,One Tree Hill,1,100
402021034,Smithfield - Elizabeth North,402021034,Smithfield - Elizabeth North,1,100
402021035,Virginia - Waterloo Corner,402021035,Virginia - Waterloo Corner,1,99.9999998
402031036,Enfield - Blair Athol,402031036,Enfield - Blair Athol,1,100
402031037,Northgate - Oakden - Gilles Plains,402031037,Northgate - Oakden - Gilles Plains,1,100
402031038,Windsor Gardens,402031038,Windsor Gardens,1,100
402041039,Dry Creek - North,402021035,Virginia - Waterloo Corner,0.0263158,2.6315789
402041039,Dry Creek - North,402041039,Dry Creek - North,0.9210526,92.1052632
402041040,Ingle Farm,402041040,Ingle Farm,1,100
402041041,Para Hills,402041041,Para Hills,1,100
402041042,Parafield,402041042,Parafield,1,100
402041043,Parafield Gardens,402041043,Parafield Gardens,1,100
402041044,Paralowie,402041044,Paralowie,1,100
402041046,Salisbury,402041046,Salisbury,1,100
402041047,Salisbury East,402041047,Salisbury East,1,100
402041048,Salisbury North,402041048,Salisbury North,1,100
402041171,Mawson Lakes - Globe Derby Park,402041045,Pooraka,1,100
402041172,Pooraka - Cavan,402041045,Pooraka,1,100
402051049,Golden Grove,402051049,Golden Grove,1,100
402051050,Greenwith,402051050,Greenwith,1,100
402051051,Highbury - Dernancourt,402051051,Highbury - Dernancourt,1,100
402051052,Hope Valley - Modbury,402051052,Hope Valley - Modbury,1,100
402051053,Modbury Heights,402051053,Modbury Heights,1,100
402051054,Redwood Park,402051054,Redwood Park,1,100
402051055,St Agnes - Ridgehaven,402051055,St Agnes - Ridgehaven,1,100
403011056,Brighton (SA),403011056,Brighton (SA),1,100
403011057,Glenelg (SA),403011057,Glenelg (SA),1,100
403021058,Edwardstown,403021058,Edwardstown,1,100
403021059,Hallett Cove,403021059,Hallett Cove,1,100
403021060,Marino - Seaview Downs,403021060,Marino - Seaview Downs,1,100
403021061,Mitchell Park,403021061,Mitchell Park,1,100
403021062,Morphettville,403021062,Morphettville,1,100
403021063,Sheidow Park - Trott Park,403021063,Sheidow Park - Trott Park,1,100
403021064,Warradale,403021064,Warradale,1,100
403031065,Belair,403031065,Belair,1,100
403031066,Bellevue Heights,403031066,Bellevue Heights,1,100
403031067,Blackwood,403031067,Blackwood,1,100
403031068,Colonel Light Gardens,403031068,Colonel Light Gardens,1,100
403031069,Mitcham (SA),403031069,Mitcham (SA),1,100
403031070,Panorama,403031070,Panorama,1,100
403041071,Aberfoyle Park,403041071,Aberfoyle Park,1,100
403041072,Aldinga,403041072,Aldinga,1,100
403041073,Christie Downs,403041073,Christie Downs,1,100
403041074,Christies Beach,403041074,Christies Beach,1,100
403041075,Clarendon,403041075,Clarendon,1,100
403041076,Coromandel Valley,403041076,Coromandel Valley,1,100
403041077,Flagstaff Hill,403041077,Flagstaff Hill,1,100
403041078,Hackham - Onkaparinga Hills,403041078,Hackham - Onkaparinga Hills,1,100
403041079,Hackham West - Huntfield Heights,403041079,Hackham West - Huntfield Heights,1,100
403041080,Happy Valley,403041080,Happy Valley,1,100
403041081,Happy Valley Reservoir,403041081,Happy Valley Reservoir,1,100
403041082,Lonsdale,403041082,Lonsdale,1,100
403041083,McLaren Vale,403041083,McLaren Vale,1,100
403041084,Morphett Vale - East,403041084,Morphett Vale - East,1,100
403041085,Morphett Vale - West,403041085,Morphett Vale - West,1,100
403041086,Reynella,403041086,Reynella,1,100
403041087,Seaford (SA),403041087,Seaford (SA),1,100
403041088,Willunga,403041088,Willunga,1,100
403041089,Woodcroft,403041089,Woodcroft,1,100
404011090,Beverley,404011090,Beverley,1,100
404011091,Flinders Park,404011091,Flinders Park,1,100
404011092,Henley Beach,404011092,Henley Beach,1,100
404011093,Hindmarsh - Brompton,404011093,Hindmarsh - Brompton,1,100
404011094,Royal Park - Hendon - Albert Park,404011094,Royal Park - Hendon - Albert Park,1,100
404011095,Seaton - Grange,404011095,Seaton - Grange,1,100
404011096,West Lakes,404011096,West Lakes,1,100
404011097,Woodville - Cheltenham,404011097,Woodville - Cheltenham,1,100
404021098,Dry Creek - South,404021098,Dry Creek - South,1,100
404021099,Largs Bay - Semaphore,404021099,Largs Bay - Semaphore,1,100
404021100,North Haven,404021100,North Haven,1,100
404021101,Port Adelaide,404021101,Port Adelaide,1,100
404021102,The Parks,404021102,The Parks,1,100
404021103,Torrens Island,404021103,Torrens Island,1,100
404031104,Adelaide Airport,404031104,Adelaide Airport,1,100
404031105,Fulham,404031105,Fulham,1,100
404031106,Lockleys,404031106,Lockleys,1,100
404031107,Plympton,404031107,Plympton,1,100
404031108,Richmond (SA),404031108,Richmond (SA),1,100
404031109,West Beach,404031109,West Beach,1,100
405011110,Barossa - Angaston,405011110,Barossa - Angaston,1,100
405011111,Light,405011111,Light,1,100
405011112,Lyndoch,405011112,Lyndoch,1,100
405011113,Mallala,405011113,Mallala,1,100
405011114,Nuriootpa,405011114,Nuriootpa,1,100
405011115,Tanunda,405011115,Tanunda,1,100
405021116,Clare,405021116,Clare,1,100
405021117,Gilbert Valley,405021117,Gilbert Valley,1,100
405021118,Goyder,405021118,Goyder,1,100
405021119,Wakefield - Barunga West,405021119,Wakefield - Barunga West,1,100
405031120,Jamestown,405031120,Jamestown,1,100
405031121,Peterborough - Mount Remarkable,405031121,Peterborough - Mount Remarkable,1,100
405031122,Port Pirie,405031122,Port Pirie,1,100
405031123,Port Pirie Region,405031123,Port Pirie Region,1,100
405041124,Kadina,405041124,Kadina,1,100
405041125,Moonta,405041125,Moonta,1,100
405041126,Wallaroo,405041126,Wallaroo,1,100
405041127,Yorke Peninsula - North,405041127,Yorke Peninsula - North,1,100
405041128,Yorke Peninsula - South,405041128,Yorke Peninsula - South,1,99.9999995
406011129,Ceduna,406011129,Ceduna,1,100
406011130,Eyre Peninsula,406011130,Eyre Peninsula,1,100
406011131,Kimba - Cleve - Franklin Harbour,406011131,Kimba - Cleve - Franklin Harbour,0.994337,99.4336976
406011131,Kimba - Cleve - Franklin Harbour,406021140,Flinders Ranges,0.005663,0.5663024
406011132,Le Hunte - Elliston,406011132,Le Hunte - Elliston,1,99.9999982
406011133,Port Lincoln,406011133,Port Lincoln,1,100
406011134,West Coast (SA),406011134,West Coast (SA),1,99.9999977
406011135,Western,406011135,Western,1,100
406011136,Whyalla,406011136,Whyalla,1,100
406011137,Whyalla - North,406011137,Whyalla - North,1,100
406021138,APY Lands,406021138,APY Lands,1,100
406021139,Coober Pedy,406021139,Coober Pedy,1,100
406021140,Quorn - Lake Gilles,406021140,Flinders Ranges,1,99.9999995
406021141,Outback,406021141,Outback,1,99.9999992
406021142,Port Augusta,406021142,Port Augusta,1,99.9999999
406021143,Roxby Downs,406021143,Roxby Downs,1,100
407011144,Goolwa - Port Elliot,407011144,Goolwa - Port Elliot,1,100
